wallet,transaction_count,total_eth_transacted,unique_contracts_interacted,avg_tx_value_eth,contract_interaction_density,log_eth_transacted
0x7e3eab408b9c76a13305ef34606f17c16f7b33cc,15,3.95733,9,0.263822,0.6,1.6008672893462885
0x7f5e6a28afc9fb0aaf4259d4ff69991b88ebea47,4,0.016,3,0.004,0.75,0.01587334915629015
0x83ea74c67d393c6894c34c464657bda2183a2f1a,7,0.0327753926999999,6,0.004682198957142843,0.8571428571428571,0.032249734453133394
0x8441fecef5cc6f697be2c4fc4a36feacede8df67,24,2.6172317185776324,9,0.10905132160740134,0.375,1.2857090146662753
0x854a873b8f9bfac36a5eb9c648e285a095a7478d,4,0.0186,3,0.00465,0.75,0.01842913546836719
0x8587d9f794f06d976c2ec1cfd523983b856f5ca9,5,0.0336186005,4,0.0067237200999999995,0.8,0.033065849724060445
0x880a0af12da55df1197f41697c1a1b61670ed410,17,0.163345511945054,7,0.009608559526179648,0.4117647058823529,0.15129991621210623
0x8aaece100580b749a20f8ce30338c4e0770b65ed,5,0.024804634681052,4,0.0049609269362104,0.8,0.024501994112655006
0x8be38ea2b22b706aef313c2de81f7d179024dd30,33,0.4708679183419171,11,0.014268724798239912,0.3333333333333333,0.3858526472017142
0x8d900f213db5205c529aaba5d10e71a0ed2646db,15,0.5229532096,7,0.034863547306666666,0.4666666666666667,0.420651350919739
0x91919344c1dad09772d19ad8ad4f1bcd29c51f27,4,0.0186,3,0.00465,0.75,0.01842913546836719
0x93f0891bf71d8abed78e0de0885bd26355bb8b1d,5,0.02038512,4,0.004077024,0.8,0.020180124662533213
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,100,109.62723316183948,15,1.0962723316183949,0.15,4.706166289898034
0x96bb4447a02b95f1d1e85374cffd565eb22ed2f8,3,0.0334585729,3,0.011152857633333332,1.0,0.03291101505956025
0x9a363adc5d382c04d36b09158286328f75672098,12,0.07977171845,9,0.006647643204166667,0.75,0.0767496469884043
0x9ad1331c5b6c5a641acffb32719c66a80c6e1a17,4,0.0308174525697916,3,0.0077043631424479,0.75,0.030352130744896903
0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,60,14.099932726016709,20,0.23499887876694514,0.3333333333333333,2.7146902885802726
0x9e6ec4e98793970a1307262ba68d37594e58cd78,0,0.0,0,,,0.0
0xa7e94d933eb0c439dda357f61244a485246e97b8,4,0.44,3,0.11,0.75,0.3646431135879093
0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,100,12.320608468421836,61,0.12320608468421837,0.61,2.589312344881357
0xa98dc64bb42575efec7d1e4560c029231ce5da51,11,0.07719278,6,0.007017525454545454,0.5454545454545454,0.07435837937064622
0xb271ff7090b39028eb6e711c3f89a3453d5861ee,8,0.0254654926999999,5,0.0031831865874999876,0.625,0.025146648719878546
0xb475576594ae44e1f75f534f993cbb7673e4c8b6,5,0.0219192266201974,4,0.00438384532403948,0.8,0.02168245403991053
0xb57297c5d02def954794e593db93d0a302e43e5c,11,0.061921435,6,0.005629221363636363,0.5454545454545454,0.06007994174046499
0xbd4a00764217c13a246f86db58d74541a0c3972a,100,500.0000000002,58,5.000000000002,0.58,6.216606101085264
0xc179d55f7e00e789915760f7d260a1bf6285278b,12,0.167225858,7,0.013935488166666668,0.5833333333333334,0.15462987185356086
0xc22b8e78394ce52e0034609a67ae3c959daa84bc,95,21.365084066982284,32,0.22489562175770825,0.3368421052631579,3.1075009957412516
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,100,47.96635496955491,27,0.4796635496955491,0.27,3.8911334289956465
0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,5,0.0235726931,4,0.00471453862,0.8,0.023299147632293224
0xcf0033bf27804640e5339e06443e208db5870dd2,5,0.02907615,4,0.005815229999999999,0.8,0.02866145800102917
0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,6,0.0213198,4,0.0035533,0.6666666666666666,0.021095712469702987
0xd1a3888fd8f490367c6104e10b4154427c02dd9c,5,0.0330207557,4,0.00660415114,0.8,0.03248728257843505
0xd334d18fa6bada9a10f361bae42a019ce88a3c33,6,0.0243271905,5,0.00405453175,0.8333333333333334,0.02403599755369797
0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,8,0.057000605,5,0.007125075625,0.625,0.055435279262581995
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,100,4.778135008271935,22,0.04778135008271935,0.22,1.754080967688672
0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,4,0.0186,3,0.00465,0.75,0.01842913546836719
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,12,0.1730543812,6,0.014421198433333332,0.5,0.15961092938102417
0xebb8629e8a3ec86cf90cb7600264415640834483,8,0.0967108544806151,4,0.012088856810076888,0.5,0.09231556813690284
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,5,0.007760666,4,0.0015521332,0.8,0.007730706933328204
0xf10fd8921019615a856c1e95c7cd3632de34edc4,76,6.152284646530474,38,0.08095111377013782,0.5,1.967431836650047
0xf340b9f2098f80b86fbc5ede586c319473aa11f3,100,219.2623262,44,2.1926232619999997,0.44,5.394819227836028
0xf54f36bca969800fd7d63a68029561309938c09b,4,0.016,3,0.004,0.75,0.01587334915629015
0xf60304b534f74977e159b2e159e135475c245526,18,0.0,5,0.0,0.2777777777777778,0.0
0xf67e8e5805835465f7eba988259db882ab726800,4,0.016,3,0.004,0.75,0.01587334915629015
0xf7aa5d0752cfcd41b0a5945867d619a80c405e52,4,0.0186,3,0.00465,0.75,0.01842913546836719
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,13,0.40100389,6,0.030846453076923075,0.46153846153846156,0.33718904393916654
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,4,0.0186,3,0.00465,0.75,0.01842913546836719
